technology,parameter,technology_year,value
natural gas boiler,efficiency,2050,0.85
natural gas boiler,fixed_cost,2015,84000
natural gas boiler,fixed_cost,2020,84000
natural gas boiler,fixed_cost,2025,84000
natural gas boiler,fixed_cost,2030,84000
natural gas boiler,fixed_cost,2035,84000
natural gas boiler,fixed_cost,2040,84000
natural gas boiler,fixed_cost,2045,84000
natural gas boiler,fixed_cost,2050,84000
natural gas boiler,investment_cost,2015,1700000
natural gas boiler,investment_cost,2020,1700000
natural gas boiler,investment_cost,2025,1700000
natural gas boiler,investment_cost,2030,1700000
natural gas boiler,investment_cost,2035,1700000
natural gas boiler,investment_cost,2040,1700000
natural gas boiler,investment_cost,2045,1700000
natural gas boiler,investment_cost,2050,1700000
natural gas boiler,lifetime,2015,20
natural gas boiler,lifetime,2020,20
natural gas boiler,lifetime,2025,20
natural gas boiler,lifetime,2030,20
natural gas boiler,lifetime,2035,20
natural gas boiler,lifetime,2040,20
natural gas boiler,lifetime,2045,20
natural gas boiler,lifetime,2050,20
natural gas CHP CCGT,efficiency,2015,0.52
natural gas CHP CCGT,efficiency,2020,0.52
natural gas CHP CCGT,efficiency,2025,0.52
natural gas CHP CCGT,efficiency,2030,0.52
natural gas CHP CCGT,efficiency,2035,0.52
natural gas CHP CCGT,efficiency,2040,0.52
natural gas CHP CCGT,efficiency,2045,0.52
natural gas CHP CCGT,efficiency,2050,0.52
natural gas CHP CCGT,efficiency2,2015,0.31
natural gas CHP CCGT,efficiency2,2020,0.31
natural gas CHP CCGT,efficiency2,2025,0.31
natural gas CHP CCGT,efficiency2,2030,0.31
natural gas CHP CCGT,efficiency2,2035,0.31
natural gas CHP CCGT,efficiency2,2040,0.31
natural gas CHP CCGT,efficiency2,2045,0.31
natural gas CHP CCGT,efficiency2,2050,0.31
natural gas CHP CCGT,fixed_cost,2015,190000
natural gas CHP CCGT,fixed_cost,2020,190000
natural gas CHP CCGT,fixed_cost,2025,190000
natural gas CHP CCGT,fixed_cost,2030,190000
natural gas CHP CCGT,fixed_cost,2035,190000
natural gas CHP CCGT,fixed_cost,2040,190000
natural gas CHP CCGT,fixed_cost,2045,190000
natural gas CHP CCGT,fixed_cost,2050,190000
natural gas CHP CCGT,investment_cost,2015,5800000
natural gas CHP CCGT,investment_cost,2020,5800000
natural gas CHP CCGT,investment_cost,2025,5800000
natural gas CHP CCGT,investment_cost,2030,5800000
natural gas CHP CCGT,investment_cost,2035,5800000
natural gas CHP CCGT,investment_cost,2040,5800000
natural gas CHP CCGT,investment_cost,2045,5800000
natural gas CHP CCGT,investment_cost,2050,5800000
natural gas CHP CCGT,lifetime,2015,25
natural gas CHP CCGT,lifetime,2020,25
natural gas CHP CCGT,lifetime,2025,25
natural gas CHP CCGT,lifetime,2030,25
natural gas CHP CCGT,lifetime,2035,25
natural gas CHP CCGT,lifetime,2040,25
natural gas CHP CCGT,lifetime,2045,25
natural gas CHP CCGT,lifetime,2050,25
natural gas CHP CCGT,p_max_pu_annual,2015,0.93
natural gas CHP CCGT,p_max_pu_annual,2020,0.93
natural gas CHP CCGT,p_max_pu_annual,2025,0.93
natural gas CHP CCGT,p_max_pu_annual,2030,0.93
natural gas CHP CCGT,p_max_pu_annual,2035,0.93
natural gas CHP CCGT,p_max_pu_annual,2040,0.93
natural gas CHP CCGT,p_max_pu_annual,2045,0.93
natural gas CHP CCGT,p_max_pu_annual,2050,0.93
natural gas CHP CCGT,variable_cost,2015,29
natural gas CHP CCGT,variable_cost,2020,29
natural gas CHP CCGT,variable_cost,2025,29
natural gas CHP CCGT,variable_cost,2030,29
natural gas CHP CCGT,variable_cost,2035,29
natural gas CHP CCGT,variable_cost,2040,29
natural gas CHP CCGT,variable_cost,2045,29
natural gas CHP CCGT,variable_cost,2050,29
natural gas CHP CCGT old,efficiency,2015,0.52
natural gas CHP CCGT old,efficiency,2020,0.52
natural gas CHP CCGT old,efficiency,2025,0.52
natural gas CHP CCGT old,efficiency,2030,0.52
natural gas CHP CCGT old,efficiency,2035,0.52
natural gas CHP CCGT old,efficiency,2040,0.52
natural gas CHP CCGT old,efficiency,2045,0.52
natural gas CHP CCGT old,efficiency,2050,0.52
natural gas CHP CCGT old,efficiency2,2015,0.31
natural gas CHP CCGT old,efficiency2,2020,0.31
natural gas CHP CCGT old,efficiency2,2025,0.31
natural gas CHP CCGT old,efficiency2,2030,0.31
natural gas CHP CCGT old,efficiency2,2035,0.31
natural gas CHP CCGT old,efficiency2,2040,0.31
natural gas CHP CCGT old,efficiency2,2045,0.31
natural gas CHP CCGT old,efficiency2,2050,0.31
natural gas CHP CCGT old,fixed_cost,2015,190000
natural gas CHP CCGT old,fixed_cost,2020,190000
natural gas CHP CCGT old,fixed_cost,2025,190000
natural gas CHP CCGT old,fixed_cost,2030,190000
natural gas CHP CCGT old,fixed_cost,2035,190000
natural gas CHP CCGT old,fixed_cost,2040,190000
natural gas CHP CCGT old,fixed_cost,2045,190000
natural gas CHP CCGT old,fixed_cost,2050,190000
natural gas CHP CCGT old,lifetime,2015,25
natural gas CHP CCGT old,lifetime,2020,25
natural gas CHP CCGT old,lifetime,2025,25
natural gas CHP CCGT old,lifetime,2030,25
natural gas CHP CCGT old,lifetime,2035,25
natural gas CHP CCGT old,lifetime,2040,25
natural gas CHP CCGT old,lifetime,2045,25
natural gas CHP CCGT old,lifetime,2050,25
natural gas CHP CCGT old,p_max_pu_annual,2015,0.93
natural gas CHP CCGT old,p_max_pu_annual,2020,0.93
natural gas CHP CCGT old,p_max_pu_annual,2025,0.93
natural gas CHP CCGT old,p_max_pu_annual,2030,0.93
natural gas CHP CCGT old,p_max_pu_annual,2035,0.93
natural gas CHP CCGT old,p_max_pu_annual,2040,0.93
natural gas CHP CCGT old,p_max_pu_annual,2045,0.93
natural gas CHP CCGT old,p_max_pu_annual,2050,0.93
natural gas CHP CCGT old,variable_cost,2015,29
natural gas CHP CCGT old,variable_cost,2020,29
natural gas CHP CCGT old,variable_cost,2025,29
natural gas CHP CCGT old,variable_cost,2030,29
natural gas CHP CCGT old,variable_cost,2035,29
natural gas CHP CCGT old,variable_cost,2040,29
natural gas CHP CCGT old,variable_cost,2045,29
natural gas CHP CCGT old,variable_cost,2050,29
natural gas CHP old,efficiency,2015,0.43
natural gas CHP old,efficiency,2020,0.43
natural gas CHP old,efficiency,2025,0.43
natural gas CHP old,efficiency,2030,0.43
natural gas CHP old,efficiency,2035,0.43
natural gas CHP old,efficiency,2040,0.43
natural gas CHP old,efficiency,2045,0.43
natural gas CHP old,efficiency,2050,0.43
natural gas CHP old,efficiency2,2015,0.2
natural gas CHP old,efficiency2,2020,0.2
natural gas CHP old,efficiency2,2025,0.2
natural gas CHP old,efficiency2,2030,0.2
natural gas CHP old,efficiency2,2035,0.2
natural gas CHP old,efficiency2,2040,0.2
natural gas CHP old,efficiency2,2045,0.2
natural gas CHP old,efficiency2,2050,0.2
natural gas CHP old,fixed_cost,2015,190000
natural gas CHP old,fixed_cost,2020,190000
natural gas CHP old,fixed_cost,2025,190000
natural gas CHP old,fixed_cost,2030,190000
natural gas CHP old,fixed_cost,2035,190000
natural gas CHP old,fixed_cost,2040,190000
natural gas CHP old,fixed_cost,2045,190000
natural gas CHP old,fixed_cost,2050,190000
natural gas CHP old,lifetime,2015,25
natural gas CHP old,lifetime,2020,25
natural gas CHP old,lifetime,2025,25
natural gas CHP old,lifetime,2030,25
natural gas CHP old,lifetime,2035,25
natural gas CHP old,lifetime,2040,25
natural gas CHP old,lifetime,2045,25
natural gas CHP old,lifetime,2050,25
natural gas CHP old,p_max_pu_annual,2015,0.93
natural gas CHP old,p_max_pu_annual,2020,0.93
natural gas CHP old,p_max_pu_annual,2025,0.93
natural gas CHP old,p_max_pu_annual,2030,0.93
natural gas CHP old,p_max_pu_annual,2035,0.93
natural gas CHP old,p_max_pu_annual,2040,0.93
natural gas CHP old,p_max_pu_annual,2045,0.93
natural gas CHP old,p_max_pu_annual,2050,0.93
natural gas CHP old,variable_cost,2015,29
natural gas CHP old,variable_cost,2020,29
natural gas CHP old,variable_cost,2025,29
natural gas CHP old,variable_cost,2030,29
natural gas CHP old,variable_cost,2035,29
natural gas CHP old,variable_cost,2040,29
natural gas CHP old,variable_cost,2045,29
natural gas CHP old,variable_cost,2050,29
natural gas heat,efficiency,2015,0.9
natural gas heat,efficiency,2020,0.9
natural gas heat,efficiency,2025,0.9
natural gas heat,efficiency,2030,0.9
natural gas heat,efficiency,2035,0.9
natural gas heat,efficiency,2040,0.9
natural gas heat,efficiency,2045,0.9
natural gas heat,efficiency,2050,0.9
natural gas heat,fixed_cost,2015,13000
natural gas heat,fixed_cost,2020,13000
natural gas heat,fixed_cost,2025,13000
natural gas heat,fixed_cost,2030,13000
natural gas heat,fixed_cost,2035,13000
natural gas heat,fixed_cost,2040,13000
natural gas heat,fixed_cost,2045,13000
natural gas heat,fixed_cost,2050,13000
natural gas heat,investment_cost,2015,390000
natural gas heat,investment_cost,2020,390000
natural gas heat,investment_cost,2025,390000
natural gas heat,investment_cost,2030,390000
natural gas heat,investment_cost,2035,390000
natural gas heat,investment_cost,2040,390000
natural gas heat,investment_cost,2045,390000
natural gas heat,investment_cost,2050,390000
natural gas heat,lifetime,2015,25
natural gas heat,lifetime,2020,25
natural gas heat,lifetime,2025,25
natural gas heat,lifetime,2030,25
natural gas heat,lifetime,2035,25
natural gas heat,lifetime,2040,25
natural gas heat,lifetime,2045,25
natural gas heat,lifetime,2050,25
natural gas heat,p_max_pu_annual,2015,0.98
natural gas heat,p_max_pu_annual,2020,0.98
natural gas heat,p_max_pu_annual,2025,0.98
natural gas heat,p_max_pu_annual,2030,0.98
natural gas heat,p_max_pu_annual,2035,0.98
natural gas heat,p_max_pu_annual,2040,0.98
natural gas heat,p_max_pu_annual,2045,0.98
natural gas heat,p_max_pu_annual,2050,0.98
natural gas heat,variable_cost,2015,7.2
natural gas heat,variable_cost,2020,7.2
natural gas heat,variable_cost,2025,7.2
natural gas heat,variable_cost,2030,7.2
natural gas heat,variable_cost,2035,7.2
natural gas heat,variable_cost,2040,7.2
natural gas heat,variable_cost,2045,7.2
natural gas heat,variable_cost,2050,7.2
natural gas power CCGT,efficiency,2015,0.56
natural gas power CCGT,efficiency,2020,0.56
natural gas power CCGT,efficiency,2025,0.56
natural gas power CCGT,efficiency,2030,0.56
natural gas power CCGT,efficiency,2035,0.56
natural gas power CCGT,efficiency,2040,0.56
natural gas power CCGT,efficiency,2045,0.56
natural gas power CCGT,efficiency,2050,0.56
natural gas power CCGT,fixed_cost,2015,150000
natural gas power CCGT,fixed_cost,2020,150000
natural gas power CCGT,fixed_cost,2025,150000
natural gas power CCGT,fixed_cost,2030,150000
natural gas power CCGT,fixed_cost,2035,150000
natural gas power CCGT,fixed_cost,2040,150000
natural gas power CCGT,fixed_cost,2045,150000
natural gas power CCGT,fixed_cost,2050,150000
natural gas power CCGT,investment_cost,2015,4600000
natural gas power CCGT,investment_cost,2020,4600000
natural gas power CCGT,investment_cost,2025,4600000
natural gas power CCGT,investment_cost,2030,4600000
natural gas power CCGT,investment_cost,2035,4600000
natural gas power CCGT,investment_cost,2040,4600000
natural gas power CCGT,investment_cost,2045,4600000
natural gas power CCGT,investment_cost,2050,4600000
natural gas power CCGT,lifetime,2015,25
natural gas power CCGT,lifetime,2020,25
natural gas power CCGT,lifetime,2025,25
natural gas power CCGT,lifetime,2030,25
natural gas power CCGT,lifetime,2035,25
natural gas power CCGT,lifetime,2040,25
natural gas power CCGT,lifetime,2045,25
natural gas power CCGT,lifetime,2050,25
natural gas power CCGT,p_max_pu_annual,2015,0.93
natural gas power CCGT,p_max_pu_annual,2020,0.93
natural gas power CCGT,p_max_pu_annual,2025,0.93
natural gas power CCGT,p_max_pu_annual,2030,0.93
natural gas power CCGT,p_max_pu_annual,2035,0.93
natural gas power CCGT,p_max_pu_annual,2040,0.93
natural gas power CCGT,p_max_pu_annual,2045,0.93
natural gas power CCGT,p_max_pu_annual,2050,0.93
natural gas power CCGT,variable_cost,2015,29
natural gas power CCGT,variable_cost,2020,29
natural gas power CCGT,variable_cost,2025,29
natural gas power CCGT,variable_cost,2030,29
natural gas power CCGT,variable_cost,2035,29
natural gas power CCGT,variable_cost,2040,29
natural gas power CCGT,variable_cost,2045,29
natural gas power CCGT,variable_cost,2050,29
natural gas power peaker,efficiency,2015,0.43
natural gas power peaker,efficiency,2020,0.43
natural gas power peaker,efficiency,2025,0.43
natural gas power peaker,efficiency,2030,0.43
natural gas power peaker,efficiency,2035,0.43
natural gas power peaker,efficiency,2040,0.43
natural gas power peaker,efficiency,2045,0.43
natural gas power peaker,efficiency,2050,0.43
natural gas power peaker,fixed_cost,2015,48000
natural gas power peaker,fixed_cost,2020,48000
natural gas power peaker,fixed_cost,2025,48000
natural gas power peaker,fixed_cost,2030,48000
natural gas power peaker,fixed_cost,2035,48000
natural gas power peaker,fixed_cost,2040,48000
natural gas power peaker,fixed_cost,2045,48000
natural gas power peaker,fixed_cost,2050,48000
natural gas power peaker,investment_cost,2015,3100000
natural gas power peaker,investment_cost,2020,3100000
natural gas power peaker,investment_cost,2025,3100000
natural gas power peaker,investment_cost,2030,3100000
natural gas power peaker,investment_cost,2035,3100000
natural gas power peaker,investment_cost,2040,3100000
natural gas power peaker,investment_cost,2045,3100000
natural gas power peaker,investment_cost,2050,3100000
natural gas power peaker,lifetime,2015,25
natural gas power peaker,lifetime,2020,25
natural gas power peaker,lifetime,2025,25
natural gas power peaker,lifetime,2030,25
natural gas power peaker,lifetime,2035,25
natural gas power peaker,lifetime,2040,25
natural gas power peaker,lifetime,2045,25
natural gas power peaker,lifetime,2050,25
natural gas power peaker,p_max_pu_annual,2015,0.99
natural gas power peaker,p_max_pu_annual,2020,0.99
natural gas power peaker,p_max_pu_annual,2025,0.99
natural gas power peaker,p_max_pu_annual,2030,0.99
natural gas power peaker,p_max_pu_annual,2035,0.99
natural gas power peaker,p_max_pu_annual,2040,0.99
natural gas power peaker,p_max_pu_annual,2045,0.99
natural gas power peaker,p_max_pu_annual,2050,0.99
natural gas power peaker,variable_cost,2015,34
natural gas power peaker,variable_cost,2020,34
natural gas power peaker,variable_cost,2025,34
natural gas power peaker,variable_cost,2030,34
natural gas power peaker,variable_cost,2035,34
natural gas power peaker,variable_cost,2040,34
natural gas power peaker,variable_cost,2045,34
natural gas power peaker,variable_cost,2050,34
natural gas reforming,efficiency,2015,0.7
natural gas reforming,efficiency,2020,0.7
natural gas reforming,efficiency,2025,0.7
natural gas reforming,efficiency,2030,0.7
natural gas reforming,efficiency,2035,0.7
natural gas reforming,efficiency,2040,0.7
natural gas reforming,efficiency,2045,0.7
natural gas reforming,efficiency,2050,0.7
natural gas reforming,fixed_cost,2015,250000
natural gas reforming,fixed_cost,2020,250000
natural gas reforming,fixed_cost,2025,250000
natural gas reforming,fixed_cost,2030,250000
natural gas reforming,fixed_cost,2035,250000
natural gas reforming,fixed_cost,2040,250000
natural gas reforming,fixed_cost,2045,250000
natural gas reforming,fixed_cost,2050,250000
natural gas reforming,investment_cost,2015,5500000
natural gas reforming,investment_cost,2020,5500000
natural gas reforming,investment_cost,2025,5500000
natural gas reforming,investment_cost,2030,5500000
natural gas reforming,investment_cost,2035,5500000
natural gas reforming,investment_cost,2040,5500000
natural gas reforming,investment_cost,2045,5500000
natural gas reforming,investment_cost,2050,5500000
natural gas reforming,lifetime,2015,25
natural gas reforming,lifetime,2020,25
natural gas reforming,lifetime,2025,25
natural gas reforming,lifetime,2030,25
natural gas reforming,lifetime,2035,25
natural gas reforming,lifetime,2040,25
natural gas reforming,lifetime,2045,25
natural gas reforming,lifetime,2050,25
natural gas reforming,p_max_pu_annual,2015,0.9
natural gas reforming,p_max_pu_annual,2020,0.9
natural gas reforming,p_max_pu_annual,2025,0.9
natural gas reforming,p_max_pu_annual,2030,0.9
natural gas reforming,p_max_pu_annual,2035,0.9
natural gas reforming,p_max_pu_annual,2040,0.9
natural gas reforming,p_max_pu_annual,2045,0.9
natural gas reforming,p_max_pu_annual,2050,0.9
natural gas reforming,variable_cost,2015,31
natural gas reforming,variable_cost,2020,31
natural gas reforming,variable_cost,2025,31
natural gas reforming,variable_cost,2030,31
natural gas reforming,variable_cost,2035,31
natural gas reforming,variable_cost,2040,31
natural gas reforming,variable_cost,2045,31
natural gas reforming,variable_cost,2050,31
natural gas supply,co2_emissions,2015,0.2
natural gas supply,co2_emissions,2020,0.2
natural gas supply,co2_emissions,2021,0.2
natural gas supply,co2_emissions,2022,0.2
natural gas supply,co2_emissions,2023,0.2
natural gas supply,co2_emissions,2024,0.2
natural gas supply,co2_emissions,2025,0.2
natural gas supply,co2_emissions,2030,0.2
natural gas supply,co2_emissions,2035,0.2
natural gas supply,co2_emissions,2040,0.2
natural gas supply,co2_emissions,2045,0.2
natural gas supply,co2_emissions,2050,0.2
natural gas supply,variable_cost,2020,110
natural gas supply,variable_cost,2021,190
natural gas supply,variable_cost,2022,420
natural gas supply,variable_cost,2023,360
natural gas supply,variable_cost,2024,200
natural gas supply,variable_cost,2025,200
natural gas supply,variable_cost,2030,200
natural gas supply,variable_cost,2035,200
natural gas supply,variable_cost,2040,200
natural gas supply,variable_cost,2045,200
natural gas supply,variable_cost,2050,200
nuclear power large,efficiency,2015,0.32
nuclear power large,efficiency,2020,0.32
nuclear power large,efficiency,2025,0.32
nuclear power large,efficiency,2030,0.32
nuclear power large,efficiency,2035,0.32
nuclear power large,efficiency,2040,0.32
nuclear power large,efficiency,2045,0.32
nuclear power large,efficiency,2050,0.32
nuclear power large,fixed_cost,2015,1100000
nuclear power large,fixed_cost,2020,1100000
nuclear power large,fixed_cost,2025,1100000
nuclear power large,fixed_cost,2030,1100000
nuclear power large,fixed_cost,2035,1100000
nuclear power large,fixed_cost,2040,1100000
nuclear power large,fixed_cost,2045,1100000
nuclear power large,fixed_cost,2050,1100000
nuclear power large,investment_cost,2015,47000000
nuclear power large,investment_cost,2020,47000000
nuclear power large,investment_cost,2025,47000000
nuclear power large,investment_cost,2030,47000000
nuclear power large,investment_cost,2035,47000000
nuclear power large,investment_cost,2040,47000000
nuclear power large,investment_cost,2045,47000000
nuclear power large,investment_cost,2050,47000000
nuclear power large,lifetime,2015,60
nuclear power large,lifetime,2020,60
nuclear power large,lifetime,2025,60
nuclear power large,lifetime,2030,60
nuclear power large,lifetime,2035,60
nuclear power large,lifetime,2040,60
nuclear power large,lifetime,2045,60
nuclear power large,lifetime,2050,60
nuclear power large,p_max_pu_annual,2015,0.9
nuclear power large,p_max_pu_annual,2020,0.9
nuclear power large,p_max_pu_annual,2025,0.9
nuclear power large,p_max_pu_annual,2030,0.9
nuclear power large,p_max_pu_annual,2035,0.9
nuclear power large,p_max_pu_annual,2040,0.9
nuclear power large,p_max_pu_annual,2045,0.9
nuclear power large,p_max_pu_annual,2050,0.9
nuclear power large,variable_cost,2015,36
nuclear power large,variable_cost,2020,36
nuclear power large,variable_cost,2025,36
nuclear power large,variable_cost,2030,36
nuclear power large,variable_cost,2035,36
nuclear power large,variable_cost,2040,36
nuclear power large,variable_cost,2045,36
nuclear power large,variable_cost,2050,36
nuclear power small,efficiency,2015,0.27
nuclear power small,efficiency,2020,0.27
nuclear power small,efficiency,2025,0.27
nuclear power small,efficiency,2030,0.27
nuclear power small,efficiency,2035,0.27
nuclear power small,efficiency,2040,0.27
nuclear power small,efficiency,2045,0.27
nuclear power small,efficiency,2050,0.27
nuclear power small,fixed_cost,2015,1200000
nuclear power small,fixed_cost,2020,1200000
nuclear power small,fixed_cost,2025,1200000
nuclear power small,fixed_cost,2030,1200000
nuclear power small,fixed_cost,2035,1200000
nuclear power small,fixed_cost,2040,1200000
nuclear power small,fixed_cost,2045,1200000
nuclear power small,fixed_cost,2050,1200000
nuclear power small,investment_cost,2015,50000000
nuclear power small,investment_cost,2020,50000000
nuclear power small,investment_cost,2025,50000000
nuclear power small,investment_cost,2030,50000000
nuclear power small,investment_cost,2035,50000000
nuclear power small,investment_cost,2040,50000000
nuclear power small,investment_cost,2045,50000000
nuclear power small,investment_cost,2050,50000000
nuclear power small,lifetime,2015,60
nuclear power small,lifetime,2020,60
nuclear power small,lifetime,2025,60
nuclear power small,lifetime,2030,60
nuclear power small,lifetime,2035,60
nuclear power small,lifetime,2040,60
nuclear power small,lifetime,2045,60
nuclear power small,lifetime,2050,60
nuclear power small,p_max_pu_annual,2015,0.9
nuclear power small,p_max_pu_annual,2020,0.9
nuclear power small,p_max_pu_annual,2025,0.9
nuclear power small,p_max_pu_annual,2030,0.9
nuclear power small,p_max_pu_annual,2035,0.9
nuclear power small,p_max_pu_annual,2040,0.9
nuclear power small,p_max_pu_annual,2045,0.9
nuclear power small,p_max_pu_annual,2050,0.9
nuclear power small,variable_cost,2015,39
nuclear power small,variable_cost,2020,39
nuclear power small,variable_cost,2025,39
nuclear power small,variable_cost,2030,39
nuclear power small,variable_cost,2035,39
nuclear power small,variable_cost,2040,39
nuclear power small,variable_cost,2045,39
nuclear power small,variable_cost,2050,39
other boiler,efficiency,2015,0.85
other boiler,efficiency,2020,0.85
other boiler,efficiency,2025,0.85
other boiler,efficiency,2030,0.85
other boiler,efficiency,2035,0.85
other boiler,efficiency,2040,0.85
other boiler,efficiency,2045,0.85
other boiler,efficiency,2050,0.85
other boiler,fixed_cost,2015,84000
other boiler,fixed_cost,2020,84000
other boiler,fixed_cost,2025,84000
other boiler,fixed_cost,2030,84000
other boiler,fixed_cost,2035,84000
other boiler,fixed_cost,2040,84000
other boiler,fixed_cost,2045,84000
other boiler,fixed_cost,2050,84000
other boiler,investment_cost,2015,1700000
other boiler,investment_cost,2020,1700000
other boiler,investment_cost,2025,1700000
other boiler,investment_cost,2030,1700000
other boiler,investment_cost,2035,1700000
other boiler,investment_cost,2040,1700000
other boiler,investment_cost,2045,1700000
other boiler,investment_cost,2050,1700000
other boiler,lifetime,2015,20
other boiler,lifetime,2020,20
other boiler,lifetime,2025,20
other boiler,lifetime,2030,20
other boiler,lifetime,2035,20
other boiler,lifetime,2040,20
other boiler,lifetime,2045,20
other boiler,lifetime,2050,20
other CHP,efficiency,2015,0.34
other CHP,efficiency,2020,0.34
other CHP,efficiency,2025,0.34
other CHP,efficiency,2030,0.34
other CHP,efficiency,2035,0.34
other CHP,efficiency,2040,0.34
other CHP,efficiency,2045,0.34
other CHP,efficiency,2050,0.34
other CHP,efficiency2,2015,0.36
other CHP,efficiency2,2020,0.36
other CHP,efficiency2,2025,0.36
other CHP,efficiency2,2030,0.36
other CHP,efficiency2,2035,0.36
other CHP,efficiency2,2040,0.36
other CHP,efficiency2,2045,0.36
other CHP,efficiency2,2050,0.36
other CHP,fixed_cost,2015,890000
other CHP,fixed_cost,2020,890000
other CHP,fixed_cost,2025,890000
other CHP,fixed_cost,2030,890000
other CHP,fixed_cost,2035,890000
other CHP,fixed_cost,2040,890000
other CHP,fixed_cost,2045,890000
other CHP,fixed_cost,2050,890000
other CHP,investment_cost,2015,33000000
other CHP,investment_cost,2020,33000000
other CHP,investment_cost,2025,33000000
other CHP,investment_cost,2030,33000000
other CHP,investment_cost,2035,33000000
other CHP,investment_cost,2040,33000000
other CHP,investment_cost,2045,33000000
other CHP,investment_cost,2050,33000000
other CHP,lifetime,2015,25
other CHP,lifetime,2020,25
other CHP,lifetime,2025,25
other CHP,lifetime,2030,25
other CHP,lifetime,2035,25
other CHP,lifetime,2040,25
other CHP,lifetime,2045,25
other CHP,lifetime,2050,25
other CHP,p_max_pu_annual,2015,0.94
other CHP,p_max_pu_annual,2020,0.94
other CHP,p_max_pu_annual,2025,0.94
other CHP,p_max_pu_annual,2030,0.94
other CHP,p_max_pu_annual,2035,0.94
other CHP,p_max_pu_annual,2040,0.94
other CHP,p_max_pu_annual,2045,0.94
other CHP,p_max_pu_annual,2050,0.94
other CHP,variable_cost,2015,100
other CHP,variable_cost,2020,100
other CHP,variable_cost,2025,100
other CHP,variable_cost,2030,100
other CHP,variable_cost,2035,100
other CHP,variable_cost,2040,100
other CHP,variable_cost,2045,100
other CHP,variable_cost,2050,100
other fuel supply,co2_emissions,2015,0.27
other fuel supply,co2_emissions,2020,0.27
other fuel supply,co2_emissions,2021,0.27
other fuel supply,co2_emissions,2022,0.27
other fuel supply,co2_emissions,2023,0.27
other fuel supply,co2_emissions,2024,0.27
other fuel supply,co2_emissions,2025,0.27
other fuel supply,co2_emissions,2030,0.27
other fuel supply,co2_emissions,2035,0.27
other fuel supply,co2_emissions,2040,0.27
other fuel supply,co2_emissions,2045,0.27
other fuel supply,co2_emissions,2050,0.27
other fuel supply,variable_cost,2020,180
other fuel supply,variable_cost,2021,180
other fuel supply,variable_cost,2022,180
other fuel supply,variable_cost,2023,180
other fuel supply,variable_cost,2024,180
other fuel supply,variable_cost,2025,180
other fuel supply,variable_cost,2030,180
other fuel supply,variable_cost,2035,180
other fuel supply,variable_cost,2040,180
other fuel supply,variable_cost,2045,180
other fuel supply,variable_cost,2050,180
other heat,efficiency,2015,0.9
other heat,efficiency,2020,0.9
other heat,efficiency,2025,0.9
other heat,efficiency,2030,0.9
other heat,efficiency,2035,0.9
other heat,efficiency,2040,0.9
other heat,efficiency,2045,0.9
other heat,efficiency,2050,0.9
other heat,fixed_cost,2015,260000
other heat,fixed_cost,2020,260000
other heat,fixed_cost,2025,260000
other heat,fixed_cost,2030,260000
other heat,fixed_cost,2035,260000
other heat,fixed_cost,2040,260000
other heat,fixed_cost,2045,260000
other heat,fixed_cost,2050,260000
other heat,investment_cost,2015,5900000
other heat,investment_cost,2020,5900000
other heat,investment_cost,2025,5900000
other heat,investment_cost,2030,5900000
other heat,investment_cost,2035,5900000
other heat,investment_cost,2040,5900000
other heat,investment_cost,2045,5900000
other heat,investment_cost,2050,5900000
other heat,lifetime,2015,25
other heat,lifetime,2020,25
other heat,lifetime,2025,25
other heat,lifetime,2030,25
other heat,lifetime,2035,25
other heat,lifetime,2040,25
other heat,lifetime,2045,25
other heat,lifetime,2050,25
other heat,p_max_pu_annual,2015,0.96
other heat,p_max_pu_annual,2020,0.96
other heat,p_max_pu_annual,2025,0.96
other heat,p_max_pu_annual,2030,0.96
other heat,p_max_pu_annual,2035,0.96
other heat,p_max_pu_annual,2040,0.96
other heat,p_max_pu_annual,2045,0.96
other heat,p_max_pu_annual,2050,0.96
other heat,variable_cost,2015,28
other heat,variable_cost,2020,28
other heat,variable_cost,2025,28
other heat,variable_cost,2030,28
other heat,variable_cost,2035,28
other heat,variable_cost,2040,28
other heat,variable_cost,2045,28
other heat,variable_cost,2050,28
process emissions supply,co2_emissions,2015,1
process emissions supply,co2_emissions,2020,1
process emissions supply,co2_emissions,2021,1
process emissions supply,co2_emissions,2022,1
process emissions supply,co2_emissions,2023,1
process emissions supply,co2_emissions,2024,1
process emissions supply,co2_emissions,2025,1
process emissions supply,co2_emissions,2030,1
process emissions supply,co2_emissions,2035,1
process emissions supply,co2_emissions,2040,1
process emissions supply,co2_emissions,2045,1
process emissions supply,co2_emissions,2050,1
resistive heater large,efficiency,2015,1
resistive heater large,efficiency,2020,1
resistive heater large,efficiency,2025,1
resistive heater large,efficiency,2030,1
resistive heater large,efficiency,2035,1
resistive heater large,efficiency,2040,1
resistive heater large,efficiency,2045,1
resistive heater large,efficiency,2050,1
resistive heater large,fixed_cost,2015,7000
resistive heater large,fixed_cost,2020,7000
resistive heater large,fixed_cost,2025,7000
resistive heater large,fixed_cost,2030,7000
resistive heater large,fixed_cost,2035,7000
resistive heater large,fixed_cost,2040,7000
resistive heater large,fixed_cost,2045,7000
resistive heater large,fixed_cost,2050,7000
resistive heater large,investment_cost,2015,460000
resistive heater large,investment_cost,2020,460000
resistive heater large,investment_cost,2025,460000
resistive heater large,investment_cost,2030,460000
